399,4
8219,3
1952,3
11523,0
10146,4
13953,7
2625,3
15600,9
13297,7
11949,0
14967,1
1856,3
4507,2
1426,5
1640,5
8052,3
5924,2
1980,3
2151,3
247,4
5953,2
10848,0
4306,5
7138,10
16168,9
1562,5
13983,7
530,4
13996,5
6397,2
6434,2
5471,2
9274,4
705,4
11317,0
4147,5
12073,0
13153,7
6207,2
15060,1
4883,2
9101,4
9937,4
2285,3
929,4
12207,0
35,4
5907,2
11427,0
11537,0
14897,5
10703,4
15099,1
16532,9
11891,0
7338,3
15027,1
5653,2
3650,5
2650,3
11141,0
16515,9
2297,3
6036,2
6875,10
9292,4
6995,10
2933,3
15327,9
3704,5
7495,3
11414,0
11564,0
14397,5
7707,3
10118,4
3671,5
8747,4
4482,2
12398,0
10562,4
10432,4
7855,3
14557,5
2401,3
4839,2
288,4
10806,0
7981,3
11482,0
2914,3
3529,3
13058,7
13055,7
8282,6
4301,5
6927,10
11213,0
11490,0
11476,0
3758,5
15322,9
8758,4
8935,4
16559,9
11708,0
2519,3
4116,5
648,4
3709,5
4899,2
8176,3
7262,3
11419,0
6716,2
12919,8
1673,5
11570,0
11447,0
14535,5
7232,3
7362,3
8093,3
13175,7
25,4
12892,8
4954,2
15728,9
12902,8
7131,10
16680,9
10357,4
4541,2
10750,0
15583,9
6508,2
14780,5
3454,3
995,5
12768,8
16581,9
1850,3
9630,4
11508,0
12370,0
1870,3
6791,2
13561,7
7216,3
14083,5
14615,5
1321,5
3800,5
10292,4
9308,4
3978,5
15467,9
3953,5
5898,2
16640,9
4074,5
11973,0
5596,2
9746,4
8470,6
2309,3
12107,0
14024,5
219,4
14776,5
2935,3
711,4
11651,0
5025,2
3894,5
12505,0
3712,5
1611,5
1021,5
9958,4
1491,5
4693,2
4093,5
6070,2
12575,0
12743,8
14837,5
12625,8
16135,9
5386,2
8072,3
1958,3
4425,5
6194,2
1928,3
12717,8
9548,4
8050,3
11922,0
10777,0
7134,10
10001,4
11381,0
14450,5
6345,2
13875,7
1705,5
12651,8
12697,8
5508,2
1368,5
12718,8
15061,1
8733,4
10506,4
7476,3
40,4
13012,8
12333,0
397,4
10437,4
16455,9
6618,2
15512,9
2100,3
4772,2
10335,4
5060,2
5496,2
16600,9
2494,3
16291,9
4682,2
4468,5
2010,3
16002,9
13807,7
123,4
13342,7
13546,7
13326,7
11515,0
1969,3
11524,0
15198,1
2261,3
4656,2
9155,4
16689,9
9172,4
13072,7
5729,2
4870,2
683,4
6571,2
6289,2
11892,0
8601,6
10942,0
9341,4
1356,5
72,4
13101,7
10419,4
1606,5
3383,3
14989,1
1496,5
6598,2
5209,2
10908,0
5674,2
9262,4
9490,4
180,4
13106,7
16585,9
6086,2
15317,9
9102,4
9802,4
635,4
3166,3
11039,0
12672,8
12194,0
15190,1
12326,0
10169,4
1620,5
4387,5
11844,0
575,4
12394,0
9248,4
15457,9
8242,3
11819,0
7851,3
10902,0
748,4
754,4
3066,3
7474,3
11994,0
7119,10
6721,2
12480,0
11712,0
7531,3
3816,5
16712,9
3639,5
719,4
9106,4
12773,8
777,4
2191,3
10989,0
1085,5
1896,3
6471,2
10460,4
1287,5
13177,7
16325,9
3795,5
9894,4
13320,7
7934,3
6527,2
11548,0
5859,2
10303,4
14439,5
8265,6
1063,5
15405,9
16507,9
6141,2
3443,3
15817,9
10862,0
4371,5
15626,9
9057,4
7932,3
10712,0
12327,0
114,4
16184,9
13635,7
14319,5
15901,9
2946,3
4973,2
11534,0
14343,5
2748,3
11200,0
4918,2
5044,2
6447,2
2919,3
13100,7
6470,2
4377,5
7556,3
3143,3
6243,2
2260,3
15507,9
10468,4
13961,7
3806,5
1465,5
11454,0
5664,2
3062,3
7986,3
6551,2
9724,4
12752,8
132,4
6046,2
3597,3
4984,2
15358,9
4583,2
4833,2
2991,3
2795,3
11063,0
205,4
3928,5
2437,3
6911,10
14029,5
5530,2
2987,3
9431,4
11530,0
3202,3
326,4
659,4
14056,5
11729,0
15779,9
10507,4
12722,8
4953,2
8494,6
12719,8
2944,3
14670,5
9818,4
10564,4
4178,5
12746,8
1707,5
11079,0
148,4
13862,7
7213,3
14751,5
7969,3
3570,3
4985,2
4467,5
9200,4
6147,2
8365,6
9307,4
13523,7
7127,10
11119,0
3025,3
4451,5
8188,3
6291,2
5982,2
8108,3
6023,2
16556,9
6028,2
7511,3
2747,3
424,4
8366,6
16275,9
4609,2
8098,3
7907,3
7140,10
9240,4
2179,3
10361,4
953,4
15223,9
882,4
13878,7
13501,7
4231,5
9982,4
14699,5
4145,5
486,4
16148,9
2986,3
4180,5
14713,5
15582,9
11463,0
1326,5
8033,3
2940,3
2138,3
4578,2
4398,5
5658,2
2939,3
11509,0
14004,5
14199,5
3994,5
7109,10
426,4
1453,5
8163,3
244,4
5180,2
1521,5
7607,3
10461,4
12138,0
16706,9
11691,0
2286,3
8993,4
13491,7
4019,5
669,4
11206,0
6478,2
2913,3
7946,3
2273,3
2366,3
7917,3
9053,4
3866,5
2529,3
13850,7
4726,2
12488,0
9327,4
9938,4
11138,0
3296,3
8456,6
10038,4
3728,5
2472,3
9613,4
1878,3
10946,0
14668,5
5891,2
8059,3
14876,5
5091,2
8391,6
3917,5
3122,3
1985,3
5440,2
2382,3
15995,9
1472,5
14153,5
3667,5
277,4
11650,0
12204,0
4527,2
10870,0
750,4
4665,2
2118,3
3753,5
2127,3
5394,2
1407,5
4295,5
10112,4
5629,2
5031,2
14764,5
14260,5
16427,9
8417,6
15484,9
212,4
1563,5
1183,5
9817,4
1144,5
9734,4
15363,9
15297,9
8121,3
4032,5
7487,3
15609,9
11567,0
2739,3
14150,5
6672,2
11654,0
5383,2
11277,0
8445,6
5081,2
11653,0
7160,10
1959,3
14091,5
5908,2
9929,4
15644,9
2013,3
10481,4
2144,3
383,4
16038,9
15450,9
11000,0
2465,3
12000,0
9524,4
13933,7
4473,9
5624,2
9265,4
12149,0
16083,9
13404,7
9593,4
16264,9
1106,5
6119,2
179,4
10966,0
5045,2
2570,3
4244,5
16405,9
7330,3
8734,4
3264,3
755,4
8996,4
3363,3
4450,5
8251,6
5743,2
1500,5
11310,0
11012,0
14785,5
15940,9
1530,5
9893,4
14460,5
14829,5
14596,5
11928,0
8848,4
16390,9
12221,0
12092,0
11264,0
1951,3
12010,0
4440,5
1090,5
13037,8
8331,6
519,4
13822,7
4534,2
1993,3
10817,0
12065,0
447,4
1152,5
14840,5
10971,0
7702,3
8549,6
12911,8
2908,3
1079,5
4785,2
3907,5
8040,3
1802,5
1352,5
622,4
1617,5
4368,5
14243,5
11136,0
126,4
2669,3
15383,9
14983,1
9497,4
4148,5
16319,9
12307,0
3130,3
6464,2
15433,9
3043,3
340,4
14271,5
8383,6
5793,2
14030,5
3750,5
5778,2
3147,3
9902,4
12425,0
11027,0
3571,3
2929,3
9210,4
1438,5
4495,2
8153,3
6363,2
9298,4
11353,0
15973,9
10839,0
7629,3
11298,0
489,4
6938,10
14021,5
1308,5
5080,2
1637,5
13023,8
911,4
1190,5
15563,9
6069,2
12559,0
13152,7
4898,2
9150,4
9073,4
2750,3
1142,5
15715,9
